name,category,stock,price,supplier
Clothing Eco Widget 12,Clothing,44,86.12,StyleInc
Grocery Eco Widget 30,Grocery,386,469.75,HomeGoods LLC
Grocery Ultra Tool 36,Grocery,403,180.61,FitGear
Sports Elite Kit 48,Sports,82,211.5,FitGear
Sports Super Tool 37,Sports,269,221.28,HomeGoods LLC
Clothing Classic Bundle 53,Clothing,79,128.74,FitGear
Grocery Ultra Accessory 11,Grocery,394,225.16,StyleInc
Electronics Eco Product 94,Electronics,154,246.41,HomeGoods LLC
Sports Eco Tool 44,Sports,348,407.7,HomeGoods LLC
Sports Max Item 67,Sports,407,155.34,HomeGoods LLC
Sports Elite Device 97,Sports,3,383.9,StyleInc
Sports Eco Device 35,Sports,479,133.19,HomeGoods LLC
Grocery Smart Gadget 56,Grocery,445,195.93,StyleInc
Grocery Classic Device 83,Grocery,167,399.07,FreshFarms
Sports Classic Gadget 38,Sports,154,344.36,FreshFarms
Grocery Eco Item 27,Grocery,8,217.16,StyleInc
Electronics Super Device 49,Electronics,415,353.53,HomeGoods LLC
Clothing Super Tool 70,Clothing,427,25.96,HomeGoods LLC
Home & Kitchen Basic Bundle 24,Home & Kitchen,498,427.15,TechCorp
Clothing Eco Widget 24,Clothing,42,245.49,FitGear
Electronics Basic Widget 87,Electronics,80,287.75,StyleInc
Home & Kitchen Ultra Gadget 43,Home & Kitchen,277,487.23,HomeGoods LLC
Clothing Elite Product 51,Clothing,108,335.66,TechCorp
Electronics Max Pack 22,Electronics,44,209.0,StyleInc
Electronics Super Gadget 27,Electronics,70,328.17,StyleInc
Electronics Basic Kit 14,Electronics,31,68.92,StyleInc
Grocery Max Product 74,Grocery,294,444.87,FreshFarms
Clothing Pro Item 48,Clothing,293,429.06,StyleInc
Home & Kitchen Elite Product 22,Home & Kitchen,135,110.91,TechCorp
Sports Eco Gadget 46,Sports,111,122.68,FitGear
Clothing Elite Kit 70,Clothing,100,107.13,StyleInc
Electronics Eco Kit 48,Electronics,326,387.69,FitGear
Sports Premium Pack 64,Sports,276,18.55,HomeGoods LLC
Sports Max Widget 93,Sports,279,87.39,StyleInc
Electronics Pro Kit 40,Electronics,425,186.49,HomeGoods LLC
Home & Kitchen Ultra Tool 80,Home & Kitchen,353,227.17,StyleInc
Home & Kitchen Smart Bundle 62,Home & Kitchen,123,403.34,StyleInc
Clothing Classic Tool 12,Clothing,358,39.36,TechCorp
Clothing Eco Accessory 33,Clothing,399,447.6,StyleInc
Electronics Max Widget 54,Electronics,481,22.39,FreshFarms
Grocery Classic Item 10,Grocery,146,453.15,FreshFarms
Clothing Elite Accessory 53,Clothing,432,51.57,FreshFarms
Clothing Basic Bundle 34,Clothing,395,301.55,StyleInc
Home & Kitchen Classic Gadget 30,Home & Kitchen,95,387.94,HomeGoods LLC
Electronics Premium Widget 12,Electronics,472,322.4,FreshFarms
Electronics Ultra Gadget 94,Electronics,64,126.12,TechCorp
Sports Elite Device 81,Sports,205,237.13,HomeGoods LLC
Home & Kitchen Classic Product 74,Home & Kitchen,164,156.12,TechCorp
Sports Super Bundle 35,Sports,316,477.27,FitGear
Grocery Basic Accessory 19,Grocery,447,155.47,HomeGoods LLC
Electronics Premium Widget 90,Electronics,314,313.84,FreshFarms
Clothing Ultra Device 86,Clothing,273,468.5,TechCorp
Sports Max Gadget 49,Sports,440,336.5,FreshFarms
Grocery Eco Tool 58,Grocery,218,237.71,FreshFarms
Home & Kitchen Classic Accessory 20,Home & Kitchen,354,452.51,TechCorp
Sports Elite Accessory 16,Sports,347,212.27,HomeGoods LLC
Electronics Ultra Accessory 99,Electronics,52,257.3,FitGear
Clothing Premium Kit 62,Clothing,208,381.22,TechCorp
Sports Max Tool 91,Sports,225,213.15,FreshFarms
Sports Premium Tool 63,Sports,51,209.66,TechCorp
Grocery Premium Item 69,Grocery,257,365.08,TechCorp
Home & Kitchen Premium Pack 44,Home & Kitchen,233,374.37,StyleInc
Grocery Premium Item 55,Grocery,455,299.69,FreshFarms
Electronics Classic Accessory 51,Electronics,187,343.12,FreshFarms
Clothing Eco Kit 67,Clothing,33,262.68,HomeGoods LLC
Clothing Premium Product 70,Clothing,73,19.25,FreshFarms
Clothing Smart Tool 58,Clothing,37,208.57,HomeGoods LLC
Electronics Smart Item 53,Electronics,490,487.39,StyleInc
Grocery Classic Tool 96,Grocery,219,150.45,FreshFarms
Clothing Basic Device 92,Clothing,468,170.51,FreshFarms
Sports Pro Item 87,Sports,181,331.51,StyleInc
Electronics Super Gadget 16,Electronics,30,124.88,HomeGoods LLC
Sports Basic Product 99,Sports,49,383.65,StyleInc
Electronics Elite Kit 78,Electronics,158,444.33,StyleInc
Sports Max Device 13,Sports,442,424.11,FreshFarms
Home & Kitchen Premium Widget 74,Home & Kitchen,26,272.01,HomeGoods LLC
Grocery Eco Item 59,Grocery,148,16.19,StyleInc
Grocery Elite Device 15,Grocery,166,307.81,HomeGoods LLC
Home & Kitchen Premium Product 78,Home & Kitchen,2,127.27,FitGear
Home & Kitchen Basic Device 74,Home & Kitchen,249,384.2,TechCorp
Clothing Ultra Bundle 10,Clothing,421,460.55,FreshFarms
Grocery Classic Widget 78,Grocery,10,398.3,FreshFarms
Electronics Elite Gadget 49,Electronics,156,234.29,TechCorp
Clothing Max Device 15,Clothing,162,318.05,FreshFarms
Grocery Basic Bundle 55,Grocery,465,228.35,StyleInc
Sports Max Bundle 47,Sports,493,219.71,FitGear
Sports Classic Gadget 30,Sports,406,449.51,FreshFarms
Clothing Pro Kit 38,Clothing,12,404.04,FitGear
Sports Classic Product 79,Sports,229,159.31,TechCorp
Clothing Eco Device 98,Clothing,358,101.72,FitGear
Home & Kitchen Ultra Bundle 50,Home & Kitchen,139,66.22,TechCorp
Sports Elite Item 91,Sports,391,415.17,StyleInc
Home & Kitchen Ultra Kit 36,Home & Kitchen,386,373.58,FreshFarms
Sports Premium Tool 85,Sports,158,386.26,HomeGoods LLC
Electronics Pro Accessory 64,Electronics,78,149.33,StyleInc
Electronics Basic Bundle 43,Electronics,350,21.84,FitGear
Sports Super Product 62,Sports,174,441.91,HomeGoods LLC
Sports Premium Tool 44,Sports,335,395.32,FitGear
Clothing Classic Kit 86,Clothing,331,111.66,HomeGoods LLC
Grocery Smart Bundle 72,Grocery,458,120.27,FreshFarms
Grocery Basic Gadget 73,Grocery,69,190.7,StyleInc
Sports Super Product 53,Sports,293,302.09,StyleInc
Electronics Premium Widget 13,Electronics,488,442.09,FreshFarms
Home & Kitchen Super Kit 53,Home & Kitchen,291,190.58,FreshFarms
Home & Kitchen Eco Device 25,Home & Kitchen,176,468.09,HomeGoods LLC
Home & Kitchen Super Kit 55,Home & Kitchen,262,427.32,TechCorp
Grocery Premium Tool 16,Grocery,211,301.48,TechCorp
Grocery Basic Accessory 31,Grocery,71,382.92,FreshFarms
Electronics Premium Product 68,Electronics,461,422.41,StyleInc
Grocery Pro Kit 38,Grocery,315,450.04,HomeGoods LLC
Clothing Classic Pack 87,Clothing,485,162.31,HomeGoods LLC
Home & Kitchen Smart Gadget 12,Home & Kitchen,464,333.61,StyleInc
Sports Pro Kit 20,Sports,257,75.74,FitGear
Electronics Ultra Tool 45,Electronics,325,110.08,HomeGoods LLC
Sports Classic Accessory 67,Sports,89,333.9,StyleInc
Electronics Smart Gadget 50,Electronics,218,408.38,FreshFarms
Grocery Premium Pack 29,Grocery,321,357.97,FitGear
Sports Classic Pack 25,Sports,100,45.87,FitGear
Home & Kitchen Pro Tool 35,Home & Kitchen,461,47.98,HomeGoods LLC
Sports Max Tool 73,Sports,121,441.23,TechCorp
Sports Smart Accessory 37,Sports,51,349.85,FreshFarms
Home & Kitchen Max Widget 14,Home & Kitchen,143,275.75,FitGear
Clothing Premium Device 61,Clothing,412,26.81,TechCorp
Home & Kitchen Smart Item 81,Home & Kitchen,140,251.99,HomeGoods LLC
Home & Kitchen Smart Accessory 11,Home & Kitchen,385,485.97,FitGear
Sports Super Item 76,Sports,78,189.85,FitGear
Home & Kitchen Max Bundle 93,Home & Kitchen,66,412.86,FitGear
Electronics Max Kit 60,Electronics,467,385.06,TechCorp
Sports Basic Gadget 86,Sports,227,233.58,FreshFarms
Electronics Ultra Device 15,Electronics,361,273.95,HomeGoods LLC
Clothing Smart Kit 83,Clothing,83,125.27,FreshFarms
Clothing Pro Pack 97,Clothing,316,381.63,FitGear
Sports Eco Gadget 63,Sports,81,386.93,HomeGoods LLC
Home & Kitchen Basic Accessory 14,Home & Kitchen,129,449.1,FitGear
Sports Eco Product 12,Sports,162,231.51,StyleInc
Home & Kitchen Classic Widget 37,Home & Kitchen,292,45.18,FreshFarms
Sports Super Bundle 56,Sports,397,67.89,TechCorp
Home & Kitchen Pro Item 22,Home & Kitchen,2,416.2,FreshFarms
Sports Premium Pack 92,Sports,369,412.79,TechCorp
Clothing Classic Pack 34,Clothing,396,227.07,HomeGoods LLC
Electronics Eco Device 27,Electronics,232,92.36,FreshFarms
Electronics Classic Widget 15,Electronics,489,350.78,FitGear
Home & Kitchen Eco Device 78,Home & Kitchen,401,451.54,HomeGoods LLC
Home & Kitchen Super Item 62,Home & Kitchen,181,495.49,HomeGoods LLC
Clothing Ultra Bundle 44,Clothing,170,335.39,FreshFarms
Sports Smart Tool 62,Sports,364,31.71,TechCorp
Electronics Premium Item 98,Electronics,137,336.3,StyleInc
Grocery Eco Product 96,Grocery,12,377.37,HomeGoods LLC
Grocery Super Product 98,Grocery,458,130.69,StyleInc
Home & Kitchen Elite Kit 65,Home & Kitchen,462,123.46,TechCorp
Sports Eco Gadget 73,Sports,82,329.74,FreshFarms
Grocery Max Gadget 37,Grocery,403,43.16,HomeGoods LLC
Sports Smart Tool 57,Sports,10,276.47,HomeGoods LLC
Clothing Pro Tool 61,Clothing,87,87.54,HomeGoods LLC
Grocery Smart Bundle 59,Grocery,132,183.72,FitGear
Sports Ultra Tool 21,Sports,418,375.35,TechCorp
Electronics Pro Kit 23,Electronics,434,310.26,FreshFarms
Home & Kitchen Basic Kit 35,Home & Kitchen,337,33.93,HomeGoods LLC
Clothing Classic Widget 87,Clothing,77,433.16,TechCorp
Electronics Pro Bundle 60,Electronics,314,151.16,HomeGoods LLC
Home & Kitchen Premium Bundle 89,Home & Kitchen,350,53.96,FitGear
Home & Kitchen Pro Product 46,Home & Kitchen,336,330.66,FitGear
Sports Elite Accessory 97,Sports,28,138.66,HomeGoods LLC
Home & Kitchen Smart Kit 90,Home & Kitchen,253,409.5,HomeGoods LLC
Grocery Basic Bundle 96,Grocery,179,184.74,FreshFarms
Electronics Pro Widget 51,Electronics,323,211.22,FitGear
Clothing Smart Pack 41,Clothing,62,121.55,FreshFarms
Grocery Max Kit 90,Grocery,313,244.18,HomeGoods LLC
Sports Super Device 20,Sports,106,210.91,TechCorp
Sports Smart Product 10,Sports,43,116.63,FreshFarms
Electronics Classic Widget 72,Electronics,56,354.34,TechCorp
Electronics Basic Product 45,Electronics,8,171.81,TechCorp
Electronics Premium Gadget 95,Electronics,463,255.13,StyleInc
Electronics Smart Accessory 37,Electronics,137,99.25,HomeGoods LLC
Electronics Super Accessory 80,Electronics,394,373.3,HomeGoods LLC
Grocery Max Accessory 62,Grocery,80,466.2,HomeGoods LLC
Home & Kitchen Ultra Tool 47,Home & Kitchen,493,55.08,TechCorp
Home & Kitchen Super Tool 29,Home & Kitchen,195,417.87,FreshFarms
Grocery Ultra Device 25,Grocery,215,364.26,StyleInc
Electronics Ultra Kit 75,Electronics,153,264.46,FreshFarms
Electronics Max Kit 76,Electronics,338,490.71,FitGear
Sports Smart Bundle 84,Sports,61,439.07,StyleInc
Grocery Smart Item 68,Grocery,20,117.17,TechCorp
Electronics Eco Bundle 66,Electronics,478,333.94,StyleInc
Clothing Ultra Kit 13,Clothing,195,94.51,StyleInc
Home & Kitchen Max Gadget 23,Home & Kitchen,174,204.58,HomeGoods LLC
Electronics Super Item 15,Electronics,365,176.01,HomeGoods LLC
Electronics Pro Pack 18,Electronics,129,5.57,TechCorp
Grocery Super Tool 92,Grocery,482,392.54,FreshFarms
Sports Classic Widget 24,Sports,244,478.32,StyleInc
Grocery Smart Item 66,Grocery,49,140.76,FitGear
Grocery Basic Tool 89,Grocery,216,469.92,FitGear
Sports Super Widget 34,Sports,373,386.21,TechCorp
Clothing Super Bundle 24,Clothing,2,220.71,TechCorp
Clothing Ultra Device 45,Clothing,323,102.1,HomeGoods LLC
Grocery Eco Product 68,Grocery,105,301.26,FreshFarms
Grocery Smart Pack 68,Grocery,82,269.65,TechCorp
Grocery Classic Item 50,Grocery,325,285.75,HomeGoods LLC
Electronics Premium Bundle 18,Electronics,14,472.24,StyleInc
Electronics Pro Device 31,Electronics,179,186.79,StyleInc
Clothing Classic Tool 80,Clothing,45,278.43,StyleInc
Sports Smart Accessory 23,Sports,295,20.02,HomeGoods LLC
Electronics Smart Widget 13,Electronics,273,408.77,HomeGoods LLC
Grocery Premium Pack 60,Grocery,213,121.73,FitGear
Sports Elite Product 34,Sports,344,32.43,HomeGoods LLC
Sports Pro Bundle 74,Sports,11,257.47,HomeGoods LLC
Grocery Ultra Item 59,Grocery,423,290.51,HomeGoods LLC
Clothing Ultra Item 90,Clothing,380,483.86,StyleInc
Home & Kitchen Elite Widget 91,Home & Kitchen,36,93.22,TechCorp
Clothing Pro Widget 24,Clothing,245,77.11,FitGear
Grocery Eco Bundle 26,Grocery,191,340.31,FreshFarms
Sports Max Widget 52,Sports,234,336.65,FitGear
Sports Classic Gadget 18,Sports,241,475.64,TechCorp
Electronics Max Widget 10,Electronics,396,56.64,StyleInc
Grocery Classic Kit 26,Grocery,228,470.92,TechCorp
Clothing Pro Widget 95,Clothing,393,102.69,FreshFarms
Sports Elite Kit 48,Sports,291,79.56,FitGear
Clothing Elite Widget 33,Clothing,55,151.33,StyleInc
Grocery Basic Tool 99,Grocery,278,437.8,FreshFarms
Electronics Max Gadget 77,Electronics,316,489.67,FreshFarms
Grocery Premium Device 50,Grocery,288,247.96,TechCorp
Clothing Pro Product 70,Clothing,191,162.06,HomeGoods LLC
Clothing Super Widget 25,Clothing,478,468.05,FreshFarms
Sports Super Product 23,Sports,375,351.15,FitGear
Sports Pro Accessory 49,Sports,3,446.22,TechCorp
Home & Kitchen Pro Device 44,Home & Kitchen,26,454.62,TechCorp
Grocery Basic Kit 38,Grocery,397,365.99,FitGear
Grocery Super Kit 96,Grocery,428,345.21,FreshFarms
Clothing Smart Pack 18,Clothing,284,381.57,TechCorp
Electronics Max Widget 28,Electronics,209,282.69,FreshFarms
Electronics Classic Device 13,Electronics,187,243.07,FreshFarms
Sports Classic Kit 28,Sports,282,223.71,FitGear
Grocery Eco Item 37,Grocery,478,298.74,FreshFarms
Clothing Premium Item 17,Clothing,199,238.98,StyleInc
Clothing Eco Kit 97,Clothing,390,234.37,FreshFarms
Clothing Elite Device 92,Clothing,346,79.14,HomeGoods LLC
Clothing Smart Bundle 78,Clothing,323,81.72,FitGear
Home & Kitchen Ultra Device 24,Home & Kitchen,353,184.02,TechCorp
Home & Kitchen Basic Device 77,Home & Kitchen,63,290.37,FreshFarms
Home & Kitchen Pro Bundle 93,Home & Kitchen,16,57.87,FitGear
Sports Max Product 81,Sports,345,224.59,TechCorp
Electronics Super Kit 99,Electronics,492,373.0,TechCorp
Home & Kitchen Basic Item 17,Home & Kitchen,250,487.82,FitGear
Home & Kitchen Eco Product 86,Home & Kitchen,492,268.41,StyleInc
Electronics Elite Kit 17,Electronics,61,496.15,HomeGoods LLC
Grocery Pro Tool 59,Grocery,164,110.28,FitGear
Clothing Eco Gadget 74,Clothing,169,203.75,FreshFarms
Sports Super Accessory 49,Sports,203,394.78,FitGear
Grocery Basic Pack 49,Grocery,439,371.75,FreshFarms
Clothing Smart Bundle 63,Clothing,49,191.4,TechCorp
Home & Kitchen Premium Tool 35,Home & Kitchen,472,164.99,FreshFarms
Electronics Max Pack 98,Electronics,448,314.84,TechCorp
Sports Elite Accessory 92,Sports,423,293.11,FitGear
Electronics Smart Gadget 44,Electronics,157,440.42,FreshFarms
Electronics Classic Item 19,Electronics,52,387.59,StyleInc
Clothing Super Pack 71,Clothing,317,285.35,FreshFarms
Electronics Elite Item 30,Electronics,312,103.2,HomeGoods LLC
Sports Super Pack 37,Sports,93,475.39,StyleInc
Clothing Smart Widget 44,Clothing,367,106.22,HomeGoods LLC
Electronics Smart Item 31,Electronics,480,112.03,TechCorp
Clothing Pro Gadget 53,Clothing,349,432.96,FitGear
Grocery Ultra Pack 50,Grocery,351,106.11,StyleInc
Clothing Elite Product 51,Clothing,264,426.67,FreshFarms
Home & Kitchen Super Product 29,Home & Kitchen,49,283.77,HomeGoods LLC
Home & Kitchen Super Item 42,Home & Kitchen,211,360.6,FitGear
Clothing Super Pack 58,Clothing,9,6.95,FitGear
Grocery Super Accessory 21,Grocery,164,158.57,FreshFarms
Electronics Pro Bundle 77,Electronics,267,459.66,HomeGoods LLC
Grocery Pro Accessory 22,Grocery,199,25.94,StyleInc
Clothing Premium Item 33,Clothing,134,5.82,HomeGoods LLC
Clothing Smart Pack 24,Clothing,494,138.98,TechCorp
Clothing Premium Bundle 63,Clothing,363,117.63,FreshFarms
Home & Kitchen Ultra Bundle 48,Home & Kitchen,202,41.28,FreshFarms
Electronics Pro Kit 86,Electronics,301,289.67,StyleInc
Grocery Smart Pack 81,Grocery,375,283.06,TechCorp
Home & Kitchen Basic Device 69,Home & Kitchen,389,247.11,StyleInc
Home & Kitchen Max Tool 85,Home & Kitchen,224,81.31,FreshFarms
Grocery Eco Widget 71,Grocery,174,130.26,FitGear
Grocery Super Item 91,Grocery,243,89.68,FreshFarms
Grocery Max Gadget 57,Grocery,407,77.81,TechCorp
Grocery Smart Gadget 58,Grocery,57,354.14,TechCorp
Clothing Premium Pack 31,Clothing,38,232.29,FitGear
Electronics Super Kit 69,Electronics,375,497.84,TechCorp
Sports Smart Device 29,Sports,343,108.35,FitGear
Clothing Elite Device 84,Clothing,112,108.14,FitGear
Electronics Ultra Pack 48,Electronics,354,289.64,FreshFarms
Electronics Elite Bundle 57,Electronics,312,318.98,FitGear
Grocery Ultra Kit 60,Grocery,281,153.66,FitGear
Home & Kitchen Classic Widget 64,Home & Kitchen,327,148.3,HomeGoods LLC
Sports Super Tool 47,Sports,267,445.28,FitGear
Sports Eco Bundle 95,Sports,147,300.86,StyleInc
Grocery Pro Accessory 93,Grocery,393,490.39,FitGear
Electronics Super Bundle 39,Electronics,445,71.3,StyleInc
Grocery Ultra Tool 92,Grocery,201,382.89,HomeGoods LLC
Electronics Ultra Device 90,Electronics,154,338.74,HomeGoods LLC
Grocery Max Bundle 40,Grocery,413,374.66,FitGear
Home & Kitchen Basic Tool 47,Home & Kitchen,107,294.9,HomeGoods LLC
Clothing Classic Pack 84,Clothing,313,19.36,FitGear
Sports Pro Widget 16,Sports,225,124.54,FreshFarms
Sports Smart Widget 41,Sports,482,18.75,TechCorp
Grocery Classic Tool 34,Grocery,197,428.42,HomeGoods LLC
Clothing Eco Widget 91,Clothing,148,58.63,StyleInc
Home & Kitchen Classic Kit 19,Home & Kitchen,19,177.94,TechCorp
Electronics Eco Product 98,Electronics,86,490.48,FitGear
Electronics Ultra Device 90,Electronics,496,233.03,StyleInc
Electronics Max Kit 42,Electronics,341,462.49,TechCorp
Electronics Pro Bundle 25,Electronics,422,229.41,FreshFarms
Clothing Eco Product 69,Clothing,413,398.48,TechCorp
Electronics Max Kit 77,Electronics,11,378.69,FitGear
Grocery Basic Device 59,Grocery,350,499.33,HomeGoods LLC
Sports Basic Widget 71,Sports,463,261.75,HomeGoods LLC
Electronics Eco Accessory 75,Electronics,428,28.35,FitGear
Sports Eco Accessory 74,Sports,237,231.41,StyleInc
Clothing Classic Tool 46,Clothing,497,251.14,StyleInc
Electronics Eco Gadget 35,Electronics,190,353.69,TechCorp
Electronics Pro Gadget 67,Electronics,366,233.56,FitGear
Grocery Basic Gadget 89,Grocery,261,328.05,HomeGoods LLC
Electronics Classic Item 66,Electronics,17,389.25,FreshFarms
Clothing Super Kit 90,Clothing,458,360.1,FreshFarms
Clothing Smart Item 96,Clothing,451,211.98,HomeGoods LLC
Grocery Ultra Tool 48,Grocery,310,405.36,HomeGoods LLC
Electronics Classic Accessory 79,Electronics,236,35.62,FitGear
Clothing Classic Device 63,Clothing,223,211.38,FitGear
Grocery Basic Accessory 13,Grocery,5,65.81,FitGear
Clothing Eco Gadget 23,Clothing,460,79.5,HomeGoods LLC
Clothing Premium Tool 95,Clothing,439,312.52,StyleInc
Sports Pro Bundle 97,Sports,180,93.75,HomeGoods LLC
Grocery Elite Tool 66,Grocery,377,414.19,HomeGoods LLC
Sports Basic Gadget 53,Sports,308,360.73,FitGear
Grocery Elite Accessory 91,Grocery,391,32.62,StyleInc
Home & Kitchen Premium Accessory 98,Home & Kitchen,277,102.62,FreshFarms
Home & Kitchen Ultra Accessory 52,Home & Kitchen,166,216.16,HomeGoods LLC
Clothing Basic Widget 36,Clothing,70,244.85,FreshFarms
Electronics Basic Widget 39,Electronics,233,293.42,FitGear
Home & Kitchen Smart Gadget 35,Home & Kitchen,7,296.45,TechCorp
Home & Kitchen Classic Item 86,Home & Kitchen,292,257.42,StyleInc
Home & Kitchen Basic Widget 31,Home & Kitchen,107,301.92,StyleInc
Grocery Super Item 88,Grocery,173,497.77,FreshFarms
Clothing Super Kit 11,Clothing,28,229.11,HomeGoods LLC
Sports Basic Pack 25,Sports,33,221.68,FreshFarms
Home & Kitchen Elite Kit 77,Home & Kitchen,290,132.36,HomeGoods LLC
Home & Kitchen Eco Device 32,Home & Kitchen,491,264.76,FitGear
Sports Classic Bundle 84,Sports,391,98.27,FitGear
Home & Kitchen Premium Gadget 67,Home & Kitchen,134,69.37,StyleInc
Clothing Super Device 72,Clothing,163,79.11,FitGear
Grocery Pro Widget 98,Grocery,413,11.9,FitGear
Home & Kitchen Premium Pack 25,Home & Kitchen,364,300.03,FitGear
Clothing Max Bundle 35,Clothing,210,273.02,HomeGoods LLC
Grocery Smart Kit 46,Grocery,395,24.92,TechCorp
Grocery Max Bundle 11,Grocery,210,270.95,TechCorp
Electronics Super Kit 94,Electronics,74,41.09,TechCorp
Grocery Eco Kit 99,Grocery,221,192.8,StyleInc
Grocery Super Widget 59,Grocery,266,271.83,TechCorp
Home & Kitchen Elite Gadget 31,Home & Kitchen,409,267.83,FitGear
Grocery Eco Product 85,Grocery,239,234.88,FitGear
Home & Kitchen Elite Pack 27,Home & Kitchen,203,57.91,HomeGoods LLC
Home & Kitchen Ultra Gadget 13,Home & Kitchen,442,404.48,TechCorp
Grocery Smart Item 38,Grocery,273,211.77,StyleInc
Electronics Ultra Kit 33,Electronics,236,272.11,StyleInc
Sports Eco Accessory 78,Sports,459,228.17,StyleInc
Sports Premium Product 94,Sports,180,52.85,FitGear
Home & Kitchen Pro Kit 77,Home & Kitchen,462,107.08,HomeGoods LLC
Grocery Smart Tool 92,Grocery,224,130.91,FreshFarms
Sports Pro Tool 89,Sports,68,273.22,FitGear
Clothing Ultra Device 91,Clothing,125,94.34,FreshFarms
Electronics Classic Tool 58,Electronics,78,243.57,FitGear
Home & Kitchen Premium Tool 53,Home & Kitchen,86,413.66,StyleInc
Electronics Eco Accessory 45,Electronics,299,353.26,HomeGoods LLC
Electronics Pro Device 47,Electronics,158,170.67,StyleInc
Grocery Max Device 49,Grocery,97,263.05,FreshFarms
Clothing Premium Item 77,Clothing,258,309.37,FreshFarms
Electronics Pro Widget 70,Electronics,162,227.01,StyleInc
Electronics Smart Item 54,Electronics,213,447.34,TechCorp
Home & Kitchen Ultra Product 85,Home & Kitchen,306,123.8,FitGear
Electronics Basic Widget 70,Electronics,159,247.67,HomeGoods LLC
Sports Smart Accessory 43,Sports,263,460.81,TechCorp
Sports Super Widget 13,Sports,364,343.17,FreshFarms
Home & Kitchen Elite Bundle 31,Home & Kitchen,251,367.81,TechCorp
Sports Max Product 75,Sports,432,221.46,FreshFarms
Clothing Basic Gadget 22,Clothing,89,196.95,FitGear
Grocery Premium Device 35,Grocery,360,224.08,FreshFarms
Electronics Pro Gadget 68,Electronics,459,244.88,FitGear
Electronics Premium Gadget 75,Electronics,288,307.1,FitGear
Home & Kitchen Pro Widget 32,Home & Kitchen,209,483.4,FitGear
Home & Kitchen Elite Item 30,Home & Kitchen,46,475.21,FreshFarms
Electronics Basic Bundle 77,Electronics,12,294.92,StyleInc
Home & Kitchen Classic Gadget 78,Home & Kitchen,90,92.04,TechCorp
Grocery Elite Gadget 83,Grocery,226,497.2,StyleInc
Home & Kitchen Smart Accessory 51,Home & Kitchen,499,181.84,FitGear
Home & Kitchen Premium Product 57,Home & Kitchen,221,487.82,TechCorp
Sports Smart Widget 76,Sports,271,425.32,FitGear
Clothing Super Device 71,Clothing,281,286.44,FitGear
Sports Premium Pack 93,Sports,158,320.45,StyleInc
Home & Kitchen Super Product 70,Home & Kitchen,299,492.47,HomeGoods LLC
Electronics Basic Bundle 36,Electronics,288,421.16,TechCorp
Sports Classic Bundle 31,Sports,342,288.19,StyleInc
Home & Kitchen Elite Item 91,Home & Kitchen,263,200.16,TechCorp
Grocery Classic Bundle 75,Grocery,333,333.91,FitGear
Electronics Elite Tool 71,Electronics,332,120.74,TechCorp
Home & Kitchen Basic Pack 10,Home & Kitchen,163,148.15,FreshFarms
Clothing Classic Bundle 21,Clothing,482,331.12,StyleInc
Electronics Elite Widget 74,Electronics,261,309.55,FitGear
Electronics Eco Widget 53,Electronics,401,358.96,HomeGoods LLC
Sports Ultra Gadget 25,Sports,408,372.09,FitGear
Home & Kitchen Classic Pack 34,Home & Kitchen,493,309.65,FitGear
Electronics Super Pack 79,Electronics,496,34.39,HomeGoods LLC
Sports Max Gadget 19,Sports,165,321.9,StyleInc
Electronics Smart Widget 23,Electronics,254,456.78,TechCorp
Clothing Pro Device 61,Clothing,419,305.56,FreshFarms
Electronics Super Product 25,Electronics,274,91.79,TechCorp
Sports Elite Item 50,Sports,231,225.2,HomeGoods LLC
Sports Smart Device 33,Sports,181,365.96,FreshFarms
Sports Classic Accessory 66,Sports,130,180.58,FitGear
Grocery Super Pack 79,Grocery,168,321.85,StyleInc
Grocery Pro Accessory 47,Grocery,418,300.52,FreshFarms
Clothing Elite Bundle 81,Clothing,74,169.06,FitGear
Sports Pro Pack 97,Sports,448,444.72,StyleInc
Home & Kitchen Max Kit 28,Home & Kitchen,343,386.54,FitGear
Home & Kitchen Smart Tool 53,Home & Kitchen,369,147.1,FitGear
Sports Elite Kit 76,Sports,459,490.38,FitGear
Sports Pro Gadget 11,Sports,85,196.18,StyleInc
Electronics Super Gadget 92,Electronics,378,216.81,HomeGoods LLC
Sports Pro Device 28,Sports,74,78.6,StyleInc
Clothing Premium Item 94,Clothing,349,485.94,HomeGoods LLC
Sports Elite Device 82,Sports,483,453.66,FreshFarms
Sports Max Tool 60,Sports,413,135.32,HomeGoods LLC
Clothing Eco Tool 25,Clothing,399,118.7,TechCorp
Sports Classic Item 60,Sports,335,376.54,FreshFarms
Clothing Smart Widget 49,Clothing,357,79.52,StyleInc
Grocery Premium Tool 86,Grocery,461,106.32,HomeGoods LLC
Home & Kitchen Premium Gadget 63,Home & Kitchen,166,133.17,FitGear
Sports Super Gadget 31,Sports,202,377.16,FitGear
Clothing Elite Gadget 70,Clothing,357,334.63,StyleInc
Sports Ultra Bundle 67,Sports,131,326.77,TechCorp
Clothing Premium Device 51,Clothing,193,366.72,TechCorp
Electronics Classic Gadget 57,Electronics,112,199.56,StyleInc
Grocery Max Item 91,Grocery,128,140.41,HomeGoods LLC
Sports Super Product 16,Sports,425,74.52,HomeGoods LLC
Electronics Classic Product 64,Electronics,200,220.37,TechCorp
Electronics Premium Widget 60,Electronics,68,293.81,StyleInc
